student_id,study_hours,attendance_pct,previous_gpa,sleep_hours,extracurricular,tutoring_sessions,grade
559,8.44,83.5,2.52,7.87,Yes,4,B
560,3.99,53.6,3.06,8.21,No,2,C
561,7.51,87.3,3.99,6.31,Yes,3,B
562,4.82,76.7,3.45,7.4,No,1,C
563,8.27,83.3,2.81,6.29,Yes,5,B
564,3.32,77.3,2.31,,Yes,2,F
565,8.96,61.8,,4.48,No,6,C
566,4.61,74.7,1.46,6.58,No,3,F
567,5.51,87.1,3.77,6.18,Yes,5,B
568,7.99,90.5,3.28,8.37,No,4,B
569,2.95,41.7,2.31,4.85,No,2,F
570,1.5,72.4,2.57,6.16,Yes,0,C
571,6.38,46.6,2.66,5.09,No,3,C
572,1.5,53.3,2.75,4.33,No,1,C
573,7.31,78.2,2.09,7.84,No,2,C
574,6.42,60.7,2.13,5.25,No,2,C
575,5.72,67.6,2.12,9.5,No,2,C
576,6.87,76.9,2.99,9.05,Yes,3,B
577,8.1,92.6,3.02,7.69,Yes,5,B
578,5.84,75.4,3.25,6.92,Yes,2,C
579,3.15,52.8,1.58,7.74,No,4,F
580,11.75,73.5,3.36,8.03,Yes,6,B
581,8.26,60.5,1.86,,No,5,C
582,6.58,56.0,2.79,6.31,No,4,C
583,5.13,66.2,2.15,4.21,No,4,F
584,7.87,81.8,1.87,7.62,No,5,C
585,4.08,61.9,2.21,6.92,Yes,3,F
586,8.19,76.6,4.0,5.93,Yes,5,B
587,2.94,48.1,2.91,6.28,Yes,1,F
588,3.26,66.2,2.08,6.63,No,3,F
589,6.89,80.3,3.42,,No,6,B
590,8.32,89.1,3.6,6.9,No,5,B
591,13.72,95.8,3.44,6.59,No,7,A
592,5.6,77.3,3.1,5.19,Yes,3,B
593,1.99,69.4,2.74,7.73,Yes,1,C
594,4.78,55.0,2.23,5.3,No,2,C
595,3.0,69.0,3.52,5.82,Yes,2,B
596,6.39,67.8,3.08,6.18,No,2,C
597,1.0,78.9,1.15,8.39,No,0,F
598,10.32,94.9,3.22,5.9,Yes,5,A
599,5.08,85.8,3.42,6.69,Yes,2,B
600,8.24,63.5,1.33,7.42,No,5,C
601,10.68,78.0,3.73,8.4,Yes,6,B
602,8.33,80.5,2.86,6.9,Yes,4,B
603,5.81,83.7,2.9,8.35,Yes,3,C
604,13.37,86.5,4.0,7.42,Yes,7,A
605,14.2,86.6,3.43,7.11,No,7,A
606,5.72,79.4,3.31,7.93,No,3,C
607,4.02,80.0,1.86,5.2,No,2,F
608,6.72,76.0,3.02,7.77,Yes,4,B
609,5.86,87.9,3.42,6.27,Yes,3,A
610,8.87,89.1,3.53,8.61,Yes,5,A
611,10.74,73.9,2.88,7.17,Yes,3,B
612,2.38,58.6,2.33,4.46,No,0,F
613,6.79,85.6,2.83,6.2,Yes,3,B
614,7.37,82.7,2.81,7.18,No,3,B
615,4.75,80.9,,4.38,Yes,3,C
616,3.7,66.0,2.3,8.95,No,3,C
617,2.23,40.0,1.7,8.63,Yes,0,F
618,3.67,72.0,2.66,7.94,No,2,C
619,2.9,60.6,2.07,6.61,No,2,F
620,11.02,83.2,2.0,6.15,Yes,6,B
621,11.45,96.9,3.62,8.1,Yes,6,A
622,7.33,58.2,2.66,7.09,No,5,C
623,9.64,73.8,3.58,7.67,Yes,5,B
624,9.9,81.8,2.54,7.63,Yes,6,B
625,5.18,81.1,2.74,6.82,No,4,C
626,10.18,92.4,2.91,7.34,Yes,6,B
627,5.07,86.7,3.07,4.37,Yes,4,B
628,11.21,92.0,2.94,10.0,Yes,3,B
629,10.51,76.4,3.33,6.57,Yes,5,B
630,4.77,70.4,2.21,5.46,No,4,C
631,7.66,71.9,3.11,6.57,Yes,4,B
632,7.53,66.1,2.07,5.55,Yes,1,C
633,7.17,79.3,2.35,8.21,Yes,3,C
634,7.57,77.5,3.63,6.13,Yes,4,B
635,11.27,67.1,3.26,6.95,Yes,7,B
636,10.79,88.0,3.67,9.17,Yes,8,A
637,5.93,68.8,2.62,6.42,Yes,3,B
638,11.43,82.0,3.5,7.24,Yes,4,B
639,1.43,54.6,1.02,7.52,Yes,1,F
640,7.91,80.7,2.82,5.13,Yes,5,B
641,13.28,90.8,3.51,6.53,Yes,8,A
642,2.3,46.3,1.96,6.23,Yes,2,F
643,5.68,94.1,2.26,7.58,No,3,C
644,10.35,74.0,2.59,9.41,No,6,B
645,5.53,70.4,2.1,8.07,No,3,C
646,11.17,95.0,3.28,6.28,No,6,A
647,12.85,93.1,3.53,7.4,No,6,A
648,1.0,56.0,1.98,3.85,No,0,F
649,1.0,62.6,1.39,5.24,Yes,1,F
650,8.5,84.2,3.81,7.74,Yes,5,B
651,7.29,89.9,3.36,8.5,Yes,3,A
652,8.03,83.9,2.62,7.84,Yes,4,B
653,7.2,93.5,2.83,8.36,Yes,5,B
654,4.87,56.1,2.17,3.5,No,4,C
655,5.0,67.7,1.61,3.06,No,3,F
656,7.74,91.1,3.86,7.42,Yes,4,B
657,1.5,90.1,2.87,4.29,No,0,C
658,6.37,78.0,3.54,5.84,Yes,3,B
659,8.83,83.6,3.54,4.52,Yes,7,B
660,4.61,73.5,2.63,,No,3,C
661,9.83,75.0,3.12,5.39,Yes,4,B
662,9.54,95.0,3.75,7.0,Yes,5,A
663,5.18,60.1,1.89,7.57,Yes,3,C
664,10.15,92.3,2.93,4.35,Yes,4,B
665,10.09,89.0,3.86,6.36,Yes,6,A
666,2.2,58.6,3.02,5.78,Yes,3,C
667,3.77,75.1,2.77,7.13,No,3,C
668,4.66,55.4,2.1,5.34,No,2,F
669,4.61,74.6,3.06,6.34,Yes,4,B
670,12.96,82.2,2.62,9.69,Yes,7,B
671,8.86,94.9,3.17,7.22,Yes,4,A
672,7.89,67.3,3.88,6.36,Yes,5,B
673,11.65,75.3,3.34,7.84,Yes,5,B
674,4.89,67.5,1.89,9.37,No,2,C
675,4.76,53.7,1.98,9.39,No,2,C
676,1.91,65.5,2.29,8.52,No,1,F
677,6.74,78.5,2.81,7.55,No,5,B
678,9.93,88.5,3.0,6.24,No,5,B
679,6.28,72.6,2.42,6.55,Yes,3,C
680,3.58,50.5,2.13,6.88,No,1,F
681,1.65,51.8,1.97,5.76,No,2,F
682,3.04,58.5,2.13,3.97,No,0,F
683,5.09,78.3,2.35,5.52,Yes,3,B
684,5.64,71.5,1.93,4.95,No,2,C
685,1.99,61.8,2.46,6.47,No,1,C
686,3.45,61.6,3.5,6.18,No,2,C
687,6.78,71.6,2.72,7.03,No,3,C
688,3.26,65.2,2.1,6.07,No,1,F
689,3.41,71.2,2.51,3.0,No,2,F
690,8.92,85.7,3.85,8.09,Yes,4,B
691,8.27,79.9,3.47,6.77,No,5,B
692,6.63,59.3,2.79,7.81,No,2,C
693,6.28,65.8,3.18,4.21,No,3,C
694,7.03,71.7,2.09,,No,4,C
695,2.19,50.7,1.7,5.34,No,0,F
696,1.0,43.5,1.8,6.11,No,0,F
697,9.4,69.9,3.12,7.27,Yes,5,B
698,6.53,54.7,2.5,6.55,No,3,C
699,4.79,75.1,,5.67,No,3,C
700,11.75,92.8,3.65,8.22,Yes,8,A
701,2.91,59.6,2.04,5.05,No,2,F
702,8.63,90.5,3.28,8.08,Yes,5,B
703,7.5,70.4,2.33,5.64,No,2,C
704,9.16,72.4,2.12,9.6,Yes,4,B
705,11.74,100.0,3.66,7.72,Yes,4,B
706,7.54,90.0,3.37,7.52,Yes,3,B
707,2.72,89.1,2.31,5.38,No,2,C
708,9.39,74.0,3.03,5.57,No,5,B
709,4.57,69.0,3.68,6.95,Yes,3,B
710,3.63,57.6,2.46,6.33,No,2,F
711,9.83,91.6,3.83,8.77,Yes,5,A
712,10.62,77.0,2.92,7.14,Yes,3,B
713,7.6,77.2,2.55,7.58,Yes,3,B
714,3.64,48.0,1.2,6.56,No,1,F
715,6.22,80.8,1.83,3.5,No,4,C
716,5.1,85.7,2.92,,No,2,C
717,3.94,41.7,2.74,6.76,No,2,F
718,7.44,91.4,3.14,6.11,No,5,C
719,5.6,68.9,2.51,7.82,Yes,2,B
720,4.5,68.4,2.74,6.53,Yes,3,C
721,11.72,96.2,3.94,7.32,Yes,5,A
722,6.24,72.5,2.0,7.15,Yes,5,B
723,9.73,95.8,3.08,8.54,Yes,4,A
724,7.02,95.1,2.94,6.36,Yes,4,B
725,4.91,70.1,2.88,8.48,No,3,C
726,10.41,89.1,3.42,7.33,Yes,6,A
727,6.32,64.2,2.13,7.41,No,3,C
728,5.68,73.2,2.78,8.12,Yes,3,B
729,7.43,67.8,1.34,4.96,No,2,C
730,10.69,93.0,2.54,7.01,Yes,4,B
731,9.76,88.4,2.54,5.55,Yes,5,B
732,15.0,87.3,3.03,6.04,Yes,8,A
733,1.4,57.3,2.04,7.07,No,1,F
734,8.78,85.2,4.0,7.21,Yes,5,A
735,8.55,89.0,4.0,6.98,Yes,5,A
736,8.88,75.0,3.02,7.4,Yes,4,B
737,5.76,60.2,2.91,6.77,No,3,C
738,7.56,80.3,2.52,7.55,Yes,3,C
739,8.48,85.5,2.56,5.37,Yes,4,B
740,12.02,94.4,3.81,6.26,No,6,A
741,6.0,84.7,1.79,8.35,Yes,3,C
742,6.61,65.9,2.5,5.73,No,1,C
743,5.95,65.2,2.52,7.33,No,2,B
744,10.16,92.1,3.61,6.55,Yes,4,A
745,9.68,54.6,3.0,7.28,No,5,C
746,10.72,87.5,3.77,7.84,Yes,5,A
747,6.06,70.7,2.01,5.24,No,2,C
748,5.37,49.5,2.35,7.29,No,1,F
749,10.23,92.6,3.88,7.2,No,6,A
750,7.9,78.9,3.22,4.8,Yes,6,B
751,8.75,69.6,3.48,8.86,Yes,4,B
752,9.13,92.7,4.0,7.03,Yes,4,A
753,4.54,72.6,1.54,6.3,Yes,2,C
754,12.76,92.0,3.54,8.16,Yes,6,A
755,10.09,85.0,2.96,6.59,Yes,6,B
756,5.46,78.1,3.02,6.73,Yes,2,C
757,7.66,65.9,2.02,5.52,No,3,C
758,1.12,65.7,1.72,4.5,No,0,F
759,5.01,66.9,3.03,7.18,No,3,C
760,9.27,90.2,3.78,9.12,Yes,5,B
761,12.07,94.4,3.14,6.2,No,3,B
762,9.41,93.0,3.63,6.88,No,4,B
763,3.59,60.8,2.84,7.22,No,2,C
764,7.31,59.5,,6.13,No,5,C
765,8.45,89.4,2.77,5.62,Yes,6,B
766,2.38,65.7,2.34,,No,3,C
767,10.85,87.1,3.71,7.32,Yes,5,A
768,3.07,43.1,2.05,4.3,Yes,1,F
769,10.4,92.3,3.34,6.84,No,5,A
770,7.46,73.8,2.82,7.52,Yes,3,B
771,4.06,65.7,1.74,4.57,No,3,F
772,5.77,56.5,2.92,8.03,No,3,C
773,10.9,71.9,3.14,7.61,Yes,5,B
774,5.71,71.8,3.34,6.15,No,4,C
775,11.34,100.0,3.27,6.57,Yes,7,A
776,1.0,78.4,1.5,6.21,No,0,F
777,15.0,97.0,3.78,7.08,No,8,A
778,7.02,68.0,2.45,6.07,No,4,C
779,9.16,77.3,2.63,5.13,Yes,5,B
780,4.84,56.1,3.14,4.82,No,1,C
781,3.52,65.9,2.33,8.99,Yes,1,C
782,8.2,70.8,3.4,6.58,Yes,4,B
783,6.37,94.8,3.55,5.97,Yes,4,B
784,3.0,76.4,2.41,7.08,No,2,C
785,6.46,87.8,2.86,,Yes,5,B
786,9.8,78.2,2.93,6.55,Yes,4,B
787,4.98,69.2,2.65,4.49,No,3,C
788,6.44,63.0,2.75,5.36,Yes,4,C
789,4.17,57.4,1.11,6.79,Yes,1,F
790,4.09,47.7,1.51,3.96,No,1,F
791,3.96,51.8,3.31,5.65,No,3,C
792,8.61,87.0,,5.15,Yes,5,B
793,9.37,84.7,3.54,6.32,Yes,4,B
794,4.34,62.4,2.27,5.88,No,1,C
795,2.45,44.3,2.76,5.43,No,2,F
796,8.1,62.4,1.97,7.71,No,5,C
797,11.92,84.5,3.43,7.9,Yes,5,B
798,9.73,96.2,,6.27,Yes,6,A
799,3.38,69.0,2.06,7.05,No,2,C
800,6.14,84.4,3.13,7.55,Yes,4,B
801,3.04,75.7,2.09,7.58,Yes,2,C
802,9.12,76.3,3.08,6.86,Yes,3,B
803,11.63,86.5,3.03,6.59,Yes,5,B
804,7.83,82.5,2.9,6.07,Yes,3,B
805,1.0,59.3,1.88,4.8,No,0,F
806,12.34,93.9,2.82,7.84,Yes,3,B
807,8.81,78.7,3.37,6.18,Yes,5,B
808,2.47,55.1,2.07,5.85,No,1,F
809,10.7,78.3,3.34,6.13,Yes,6,B
810,10.31,100.0,3.29,7.12,Yes,7,A
811,10.83,90.2,2.39,6.77,No,4,B
812,4.28,79.8,2.61,5.4,No,2,C
813,9.42,88.9,3.38,6.44,Yes,6,A
814,6.24,55.3,2.52,6.77,Yes,2,C
815,8.63,81.2,3.73,6.21,Yes,4,B
816,4.67,74.1,1.89,7.76,Yes,3,C
817,9.04,69.4,3.5,5.16,Yes,5,B
818,11.2,90.5,3.51,8.51,Yes,5,B
819,1.0,51.7,1.01,5.21,No,0,F
820,9.92,100.0,3.97,6.88,No,4,A
821,3.75,57.3,2.26,,No,3,C
822,6.6,96.3,3.33,9.36,Yes,2,B
823,1.28,51.1,1.0,5.42,No,1,F
824,2.28,50.8,1.01,8.67,No,0,F
825,3.42,73.7,2.12,7.88,Yes,4,C
826,10.57,94.5,3.1,7.07,Yes,2,B
827,10.41,88.6,3.32,7.32,Yes,7,A
828,3.43,72.9,1.37,6.24,No,4,C
829,5.44,79.9,2.32,9.11,No,3,C
830,9.01,67.7,3.67,9.19,Yes,5,B
831,6.16,99.4,3.19,7.96,Yes,4,B
832,9.57,82.9,2.94,8.33,Yes,4,B
833,2.81,51.2,1.0,5.79,No,1,F
834,4.25,69.0,,4.83,No,2,F
835,5.25,66.6,1.0,4.92,No,1,F
836,7.79,77.9,3.56,8.27,No,3,B
837,6.15,78.5,2.91,6.49,No,3,C
838,6.2,70.5,2.44,9.5,Yes,2,C
839,4.48,63.9,1.89,3.84,No,2,F
840,11.57,92.6,2.71,5.75,No,5,B
841,8.98,56.1,2.96,,No,5,C
842,8.49,74.0,2.79,8.55,Yes,4,B
843,7.24,69.0,2.26,6.87,Yes,4,C
844,6.84,95.0,2.75,6.41,No,3,C
845,3.96,82.2,3.35,6.33,Yes,1,C
846,7.98,95.4,3.69,8.16,Yes,3,A
847,12.52,91.8,4.0,8.43,Yes,5,A
848,2.93,65.1,1.84,6.58,No,2,C
849,2.99,64.1,3.5,8.47,No,2,C
850,9.76,75.0,2.96,7.57,Yes,5,B
851,8.82,74.0,2.67,6.66,Yes,5,B
852,7.76,71.2,,6.56,No,4,C
853,9.74,80.3,4.0,5.81,Yes,5,B
854,3.94,59.9,1.63,8.04,Yes,2,F
855,6.11,62.9,2.83,7.17,No,4,C
856,8.66,100.0,2.55,8.25,Yes,4,B
857,5.67,76.0,2.87,5.66,Yes,5,B
858,11.36,91.2,4.0,6.51,Yes,5,A
859,7.87,74.3,3.49,9.41,No,3,B
860,8.39,79.0,3.13,7.56,Yes,5,B
861,9.33,92.8,3.5,9.2,No,5,A
862,6.1,89.7,3.69,6.92,Yes,3,B
863,8.79,85.0,2.76,8.29,No,5,B
864,3.98,70.8,2.37,4.79,Yes,3,C
865,6.71,81.7,3.04,6.42,Yes,3,B
866,6.87,79.2,2.33,6.49,No,4,C
867,3.76,49.9,2.16,6.18,No,1,C
868,8.6,92.8,3.84,7.81,Yes,4,A
869,9.22,82.6,,6.83,Yes,6,B
870,2.03,50.2,2.34,6.74,Yes,2,F
871,10.36,85.1,2.9,6.8,Yes,5,B
872,2.08,60.1,1.32,4.67,No,1,F
873,3.55,40.0,2.56,6.29,No,1,F
874,2.83,77.3,1.32,,Yes,1,F
875,10.68,76.9,3.07,4.0,No,5,B
876,6.21,88.6,2.74,6.47,Yes,4,B
877,7.58,80.7,3.15,8.46,No,4,B
878,11.64,79.8,3.31,5.23,Yes,5,B
879,11.34,87.9,3.52,7.45,Yes,6,A
880,6.72,68.9,2.94,7.24,No,3,C
881,3.45,56.4,2.06,6.14,No,1,C
882,10.81,90.7,4.0,10.0,No,6,A
883,5.63,82.8,,3.85,No,2,C
884,5.56,61.9,1.83,9.5,Yes,2,C
885,9.14,81.1,3.09,4.06,Yes,5,B
886,10.24,74.5,2.59,,No,4,C
887,8.35,74.0,3.27,4.89,No,5,B
888,11.47,85.7,2.79,5.94,Yes,5,B
889,5.98,74.2,2.62,5.4,No,3,F
890,9.57,63.0,2.49,3.69,No,3,C
891,5.73,75.6,2.52,5.42,Yes,2,C
892,9.05,85.0,2.98,7.36,Yes,5,B
893,8.97,81.8,3.36,4.0,No,5,B
894,8.54,69.0,2.4,6.39,No,5,C
895,10.95,91.4,3.86,10.0,No,7,A
896,8.97,65.3,3.05,7.15,Yes,5,B
897,5.8,80.7,2.78,,Yes,4,B
898,3.31,44.1,2.11,3.68,Yes,2,F
899,8.27,95.0,3.94,6.81,Yes,2,B
900,9.71,100.0,3.26,5.96,No,3,A
901,2.04,40.0,2.1,7.29,No,1,F
902,5.89,75.8,2.65,5.19,No,3,C
903,3.4,63.0,1.69,3.95,No,0,F
904,4.74,73.1,2.52,8.62,No,2,C
905,2.16,80.0,2.07,6.85,No,2,F
906,5.75,40.0,1.23,7.41,No,1,F
907,5.47,67.6,2.55,7.35,No,4,C
908,5.04,53.9,1.24,5.84,Yes,2,F
909,8.32,78.2,2.19,9.54,Yes,3,B
910,4.04,77.4,2.08,,No,3,C
911,12.16,77.0,2.81,7.43,Yes,7,B
912,2.93,59.6,2.02,4.95,Yes,2,F
913,1.88,67.3,1.99,5.82,No,0,F
914,4.5,84.3,2.0,4.01,No,3,C
915,13.26,86.5,3.0,6.52,Yes,6,B
916,8.0,83.0,2.0,8.1,Yes,4,B
917,5.83,81.1,2.38,6.76,No,4,C
918,14.67,88.8,4.0,7.82,Yes,8,A
919,4.59,73.1,2.83,7.4,No,5,C
920,2.73,69.6,1.0,7.57,No,0,F
921,3.52,69.2,,6.67,No,3,C
922,3.0,52.4,1.86,8.53,No,2,F
923,2.63,72.6,1.79,5.86,Yes,0,C
924,8.87,74.8,3.0,8.32,No,4,B
925,10.42,92.1,3.21,6.36,Yes,5,B
926,13.26,98.8,3.83,9.08,Yes,8,A
927,5.01,61.0,2.89,4.6,No,3,C
928,9.3,67.4,2.78,5.63,No,3,C
929,9.87,70.5,1.58,5.64,No,5,C
930,5.79,56.0,2.38,5.14,Yes,3,F
931,7.65,65.4,2.18,8.4,No,5,C
932,10.57,90.0,3.5,7.1,Yes,5,A
933,4.2,52.4,2.9,5.92,No,0,C
934,4.72,56.5,1.01,4.62,No,2,F
935,9.32,99.0,3.52,7.33,Yes,6,A
936,6.67,78.7,1.98,7.74,No,2,C
937,2.54,73.8,2.02,5.47,No,2,C
938,6.78,67.6,2.65,4.67,Yes,4,C
939,4.39,45.8,1.54,4.81,No,1,F
940,6.19,86.5,2.77,9.14,No,4,B
941,6.81,71.0,2.49,5.35,No,2,C
942,13.14,87.8,3.91,7.23,Yes,6,A
943,3.54,64.8,2.76,6.01,No,2,C
944,2.34,53.1,1.36,3.73,No,0,F
945,4.35,89.4,2.43,7.68,No,1,C
946,3.61,64.9,1.0,7.02,No,1,F
947,6.66,75.1,3.31,8.39,No,2,C
948,4.72,87.5,3.09,7.55,Yes,4,B
949,2.64,64.3,2.84,6.56,Yes,3,C
950,1.0,68.5,2.0,5.89,Yes,1,F
951,5.76,75.0,2.39,,No,2,C
952,9.61,72.6,3.6,8.69,Yes,5,B
953,4.1,53.6,3.23,6.45,No,1,C
954,5.4,68.0,2.77,6.19,No,2,C
955,8.95,79.3,2.84,6.25,No,5,C
956,7.24,84.7,3.25,5.98,No,4,B
957,9.1,77.4,1.2,,Yes,4,C
958,10.09,89.1,4.0,8.63,Yes,5,B
959,7.72,78.9,2.28,7.73,No,3,C
960,6.17,83.2,3.42,6.69,Yes,3,B
961,9.03,84.2,3.1,8.21,Yes,5,B
962,5.69,73.7,3.14,5.91,Yes,3,C
963,3.12,65.0,1.38,6.56,No,2,F
964,4.67,80.0,1.73,4.96,No,4,F
965,7.61,91.8,2.39,6.63,Yes,5,B
966,9.53,76.1,2.8,5.98,Yes,4,B
967,5.66,77.4,3.72,7.85,No,3,B
968,11.56,75.4,2.46,9.28,Yes,4,B
969,7.12,87.8,3.22,4.98,Yes,4,B
970,3.96,95.3,3.44,6.73,No,2,B
971,6.1,67.1,3.91,7.05,Yes,5,B
972,9.48,90.5,2.98,6.73,No,3,B
973,3.47,89.2,2.33,8.13,Yes,2,B
974,7.75,87.6,3.23,7.65,Yes,4,B
975,8.95,73.8,3.56,6.29,No,3,B
976,1.0,40.0,1.94,4.5,Yes,1,F
977,9.23,82.8,3.53,6.47,Yes,4,B
978,4.69,65.0,2.59,6.36,No,3,C
979,3.34,63.6,2.96,7.83,No,4,C
980,2.34,63.8,1.92,4.48,No,1,F
981,12.96,98.5,3.73,7.31,Yes,5,A
982,2.82,54.5,1.93,4.56,No,3,F
983,9.29,90.4,3.51,8.08,Yes,5,A
984,11.22,81.5,3.03,7.11,No,5,B
985,7.84,79.7,2.97,6.42,Yes,4,B
986,6.14,80.9,2.21,7.79,Yes,2,C
987,8.23,86.8,2.54,7.33,Yes,5,B
988,7.92,67.0,3.09,5.73,Yes,6,B
989,6.99,75.8,2.66,5.52,Yes,4,C
990,4.71,83.2,3.47,6.79,Yes,3,B
991,3.7,54.7,1.61,4.1,No,2,F
992,8.66,88.0,4.0,6.28,Yes,5,A
993,4.63,75.7,3.45,7.81,Yes,3,B
994,1.5,79.8,2.06,6.58,Yes,1,C
995,6.88,68.9,3.47,5.93,No,3,B
996,5.61,62.6,2.14,7.4,No,3,C
997,5.35,73.7,3.07,8.66,Yes,4,B
998,3.82,77.0,2.15,5.59,No,2,C
999,7.78,80.4,2.58,3.5,No,3,C
1000,8.11,97.6,3.71,7.73,Yes,6,A
1001,7.82,81.3,3.83,6.89,No,3,B
1002,7.03,80.8,2.44,6.31,Yes,4,B
1003,6.68,78.2,2.62,5.52,Yes,4,C
1004,5.27,76.3,2.64,7.28,No,2,C
1005,6.16,61.2,2.66,,No,2,C
1006,1.0,40.0,1.58,6.92,Yes,0,F
1007,7.17,90.1,2.88,6.84,Yes,4,B
1008,8.84,84.4,4.0,7.26,Yes,4,A
1009,6.68,77.7,3.34,7.98,No,4,B
1010,11.96,93.3,3.43,5.47,No,7,A
1011,10.61,91.1,3.56,7.17,Yes,4,A
1012,5.74,73.7,3.33,6.06,Yes,1,C
1013,7.99,64.4,2.98,5.72,No,3,C
1014,2.17,56.2,2.62,4.28,No,1,C
1015,6.22,64.5,2.75,6.08,Yes,3,C
1016,4.29,74.5,1.56,5.21,No,3,F
1017,9.34,91.1,3.39,4.58,Yes,6,B
1018,8.09,70.5,2.66,6.22,Yes,3,B
1019,3.69,58.1,2.78,5.83,No,1,C
1020,9.29,90.4,3.54,7.01,No,5,A
1021,10.39,79.7,2.62,7.74,Yes,4,B
1022,7.49,93.7,2.49,6.19,Yes,4,B
1023,7.82,88.4,3.42,6.25,Yes,5,B
1024,11.88,84.4,3.42,6.07,Yes,6,B
1025,2.6,41.2,1.42,7.26,No,1,F
1026,10.21,73.4,3.6,7.17,No,5,B
1027,8.26,87.3,2.68,7.71,Yes,4,B
1028,8.03,91.5,3.77,5.78,Yes,5,A
1029,10.05,80.9,3.46,4.85,No,5,B
1030,5.89,50.2,2.73,4.68,No,2,C
1031,3.37,73.6,1.13,5.54,No,1,F
1032,6.75,74.1,3.62,7.17,Yes,6,B
1033,6.02,73.2,2.96,6.04,Yes,3,B
1034,7.29,75.9,1.85,7.75,No,2,C
1035,7.76,71.8,2.49,7.12,No,4,C
1036,7.59,84.7,2.7,4.48,Yes,6,B
1037,8.57,73.1,3.31,7.74,No,4,B
1038,8.34,71.4,3.22,7.97,No,5,B
1039,3.34,63.2,2.5,8.66,No,3,C
1040,6.33,78.3,2.8,8.31,Yes,3,B
1041,10.38,90.7,3.6,8.41,Yes,4,B
1042,3.98,56.0,2.24,6.46,No,2,C
1043,12.36,78.8,2.96,5.81,Yes,5,B
1044,6.62,87.0,3.01,6.82,Yes,2,B
1045,7.85,80.5,2.28,,No,4,C
1046,8.77,45.0,2.44,5.7,No,6,C
1047,4.68,84.6,3.28,8.57,Yes,1,B
1048,7.73,90.0,3.85,6.35,Yes,4,A
1049,4.75,44.6,2.83,6.29,No,2,F
1050,5.06,85.3,1.88,9.5,Yes,3,C
1051,8.06,87.1,2.92,8.58,Yes,4,B
1052,10.46,76.6,,7.42,Yes,5,B
1053,6.58,72.7,3.5,4.0,Yes,3,B
1054,1.88,73.1,2.85,5.81,No,2,C
1055,7.36,84.2,3.32,7.19,Yes,5,B
1056,7.75,85.3,3.06,6.27,Yes,5,B
1057,10.78,96.7,3.74,7.91,Yes,6,A
1058,10.04,76.5,3.21,7.13,Yes,7,B
1059,2.26,70.0,2.65,4.76,No,1,C
1060,10.1,88.1,3.34,7.52,No,5,B
1061,5.7,67.5,2.18,7.5,No,2,F
1062,4.14,84.0,1.71,8.02,No,2,C
1063,2.61,65.7,1.98,4.63,No,1,F
1064,5.97,66.3,2.74,4.66,Yes,2,C
1065,9.63,86.6,3.38,7.45,Yes,3,B
1066,4.89,72.0,1.44,5.5,No,3,C
1067,4.7,84.9,1.32,8.63,No,2,C
1068,11.93,86.2,3.79,7.77,Yes,8,A
1069,5.31,65.7,3.01,8.04,No,3,C
1070,9.83,91.0,3.86,8.16,Yes,5,A
1071,9.77,89.3,3.35,8.09,Yes,6,B
1072,5.19,80.8,2.22,7.11,Yes,2,C
1073,2.11,87.8,2.96,7.87,No,1,C
1074,9.15,87.5,2.8,6.57,Yes,3,B
1075,11.87,85.8,2.83,9.28,Yes,5,B
1076,4.51,87.4,2.35,8.31,No,3,C
1077,11.03,88.9,2.95,6.14,Yes,6,B
1078,5.25,54.2,2.22,6.07,No,3,F
1079,4.23,63.5,2.7,3.51,No,1,C
1080,1.0,61.1,2.18,5.33,No,2,F
1081,6.57,71.5,2.22,,No,3,C
1082,6.12,88.5,2.66,5.74,No,1,C
1083,3.81,74.5,1.86,5.24,No,2,C
1084,7.25,74.0,2.83,6.15,No,4,C
1085,10.07,93.0,3.49,9.0,Yes,8,A
1086,5.03,64.8,2.68,6.96,No,3,C
1087,3.86,85.7,2.87,5.54,No,2,B
1088,6.45,71.6,2.86,8.73,No,2,B
1089,10.29,79.6,3.66,6.62,Yes,5,B
1090,5.91,63.2,2.46,6.38,No,4,C
1091,3.2,61.6,2.7,,No,1,C
1092,13.04,92.2,3.81,8.48,Yes,7,A
1093,7.39,76.0,3.09,7.37,Yes,4,B
1094,2.72,83.5,3.06,6.19,No,1,C
1095,5.25,79.4,2.85,8.08,No,3,B
1096,12.12,100.0,2.96,9.02,Yes,7,A
1097,9.18,71.8,2.72,7.06,No,5,B
1098,11.92,100.0,3.46,8.24,Yes,6,A
1099,8.48,75.5,3.1,7.35,Yes,3,B
1100,9.99,86.7,3.43,6.15,Yes,5,A
1101,6.18,80.4,2.69,7.1,No,2,C
1102,7.58,85.2,3.37,7.04,Yes,5,B
1103,10.4,78.6,3.31,6.15,Yes,5,B
1104,7.57,75.8,2.93,8.3,No,4,B
1105,8.67,87.6,2.99,5.3,Yes,3,B
1106,7.0,91.6,3.47,5.83,Yes,3,B
1107,2.93,62.9,2.94,9.02,No,1,C
1108,6.35,56.4,2.75,8.31,No,2,C
1109,5.66,85.6,2.52,7.11,No,2,C
1110,8.52,89.0,2.87,7.08,Yes,3,B
1111,4.71,90.8,1.76,7.38,No,3,C
1112,3.86,65.0,3.24,5.93,Yes,3,C
1113,1.94,46.0,2.89,7.08,Yes,1,C
1114,3.05,57.0,1.72,6.27,Yes,1,F
